dataset,period_id,edge_idx,fallback_rate_cents_per_m,dt_sec,odo_delta_m,cell_idx,zone_id,zone_rate_cents_per_m,exact_fee_cents,fallback_fee_cents,fallback_charged_distance_m,speed_bound_slack_m,honest_outage,strategic_declared_outage
rome,rome:60:157-0-s98:p0,15,11,60,20,614,120,12,240,21780,1980,1960,False,False
rome,rome:60:157-0-s98:p0,16,11,60,1,614,120,12,12,21780,1980,1979,False,False
rome,rome:60:157-0-s98:p0,17,11,61,0,614,120,12,0,22143,2013,2013,True,False
rome,rome:60:157-0-s98:p0,18,11,59,0,614,120,12,0,21417,1947,1947,False,False
rome,rome:60:157-0-s98:p0,19,11,61,0,614,120,12,0,22143,2013,2013,True,False
rome,rome:60:157-0-s98:p0,20,11,59,0,614,120,12,0,21417,1947,1947,False,False
rome,rome:60:157-0-s98:p0,21,11,61,0,614,120,12,0,22143,2013,2013,True,False
rome,rome:60:157-0-s98:p0,22,11,59,6,614,120,12,72,21417,1947,1941,False,False
rome,rome:60:157-0-s98:p0,23,11,61,1,614,120,12,12,22143,2013,2012,True,False
rome,rome:60:162-0-s40:p0,0,11,59,506,1510,100,10,5060,21417,1947,1441,False,False
rome,rome:60:162-0-s40:p0,1,11,60,474,1413,100,10,4740,21780,1980,1506,False,False
rome,rome:60:162-0-s40:p0,2,11,60,26,1012,120,12,312,21780,1980,1954,False,False
rome,rome:60:162-0-s40:p0,3,11,57,0,1112,120,12,0,20691,1881,1881,False,False
rome,rome:60:162-0-s40:p0,4,11,64,0,1112,120,12,0,23232,2112,2112,True,False
rome,rome:60:162-0-s40:p0,5,11,60,0,1112,120,12,0,21780,1980,1980,False,False
rome,rome:60:162-0-s40:p0,6,11,60,11,1112,120,12,132,21780,1980,1969,False,False
rome,rome:60:162-0-s40:p0,7,11,61,11,1112,120,12,132,22143,2013,2002,True,False
rome,rome:60:162-0-s40:p0,8,11,59,16,1112,120,12,192,21417,1947,1931,False,False
rome,rome:60:162-0-s40:p0,9,11,59,8,1112,120,12,96,21417,1947,1939,False,False
rome,rome:60:162-0-s40:p0,10,11,61,20,1112,120,12,240,22143,2013,1993,True,False
rome,rome:60:162-0-s40:p0,11,11,60,15,1112,120,12,180,21780,1980,1965,False,False
rome,rome:60:162-0-s40:p0,12,11,60,14,1112,120,12,168,21780,1980,1966,False,False
rome,rome:60:162-0-s40:p0,13,11,60,15,1112,120,12,180,21780,1980,1965,False,False
rome,rome:60:162-0-s40:p0,14,11,60,16,1112,120,12,192,21780,1980,1964,False,False
rome,rome:60:162-0-s40:p0,15,11,60,5,1112,120,12,60,21780,1980,1975,False,False
rome,rome:60:162-0-s40:p0,16,11,60,5,1112,120,12,60,21780,1980,1975,False,False
rome,rome:60:162-0-s40:p0,17,11,61,24,1112,120,12,288,22143,2013,1989,True,False
rome,rome:60:162-0-s40:p0,18,11,59,11,1112,120,12,132,21417,1947,1936,False,False
rome,rome:60:162-0-s40:p0,19,11,60,17,1112,120,12,204,21780,1980,1963,False,False
rome,rome:60:162-0-s40:p0,20,11,60,14,1112,120,12,168,21780,1980,1966,False,False
rome,rome:60:162-0-s40:p0,21,11,60,13,1112,120,12,156,21780,1980,1967,False,False
rome,rome:60:162-0-s40:p0,22,11,60,17,1112,120,12,204,21780,1980,1963,False,False
rome,rome:60:162-0-s40:p0,23,11,60,19,1112,120,12,228,21780,1980,1961,False,False
rome,rome:60:162-0-s40:p1,0,11,71,9,1112,120,12,108,25773,2343,2334,True,False
rome,rome:60:162-0-s40:p1,1,11,54,3,1112,120,12,36,19602,1782,1779,False,False
rome,rome:60:162-0-s40:p1,2,11,60,0,1112,120,12,0,21780,1980,1980,False,False
rome,rome:60:162-0-s40:p1,3,11,60,3,1112,120,12,36,21780,1980,1977,False,False
rome,rome:60:162-0-s40:p1,4,11,60,0,1112,120,12,0,21780,1980,1980,False,False
rome,rome:60:162-0-s40:p1,5,11,60,0,1112,120,12,0,21780,1980,1980,False,False
rome,rome:60:162-0-s40:p1,6,11,60,15,1112,120,12,180,21780,1980,1965,False,False
rome,rome:60:162-0-s40:p1,7,11,60,11,1112,120,12,132,21780,1980,1969,False,False
rome,rome:60:162-0-s40:p1,8,11,60,23,1112,120,12,276,21780,1980,1957,False,False
rome,rome:60:162-0-s40:p1,9,11,62,21,1112,120,12,252,22506,2046,2025,True,False
rome,rome:60:162-0-s40:p1,10,11,58,11,1112,120,12,132,21054,1914,1903,False,False
rome,rome:60:162-0-s40:p1,11,11,59,17,1112,120,12,204,21417,1947,1930,False,False
rome,rome:60:162-0-s40:p1,12,11,60,23,1112,120,12,276,21780,1980,1957,False,False
rome,rome:60:162-0-s40:p1,13,11,60,13,1112,120,12,156,21780,1980,1967,False,False
rome,rome:60:162-0-s40:p1,14,11,61,28,1112,120,12,336,22143,2013,1985,True,False
rome,rome:60:162-0-s40:p1,15,11,60,21,1112,120,12,252,21780,1980,1959,False,False
rome,rome:60:162-0-s40:p1,16,11,61,26,1112,120,12,312,22143,2013,1987,True,False
rome,rome:60:162-0-s40:p1,17,11,46,8,1112,120,12,96,16698,1518,1510,False,False
rome,rome:60:162-0-s40:p1,18,11,75,26,1112,120,12,312,27225,2475,2449,True,False
rome,rome:60:162-0-s40:p1,19,11,62,6,1112,120,12,72,22506,2046,2040,True,False
rome,rome:60:162-0-s40:p1,20,11,57,3,1112,120,12,36,20691,1881,1878,False,False
rome,rome:60:162-0-s40:p1,21,11,46,7,1112,120,12,84,16698,1518,1511,False,False
rome,rome:60:162-0-s40:p1,22,11,73,26,1112,120,12,312,26499,2409,2383,True,False
rome,rome:60:162-0-s40:p1,23,11,47,20,1112,120,12,240,17061,1551,1531,False,False
rome,rome:60:163-0-s105:p0,0,11,60,627,614,120,12,7524,21780,1980,1353,False,False
rome,rome:60:163-0-s105:p0,1,11,60,144,1010,120,12,1728,21780,1980,1836,False,False
rome,rome:60:163-0-s105:p0,2,11,60,67,1011,120,12,804,21780,1980,1913,False,False
rome,rome:60:163-0-s105:p0,3,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:163-0-s105:p0,4,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:163-0-s105:p0,5,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:163-0-s105:p0,6,11,60,6,1012,120,12,72,21780,1980,1974,False,False
rome,rome:60:163-0-s105:p0,7,11,60,4,1012,120,12,48,21780,1980,1976,False,False
rome,rome:60:163-0-s105:p0,8,11,61,24,1012,120,12,288,22143,2013,1989,True,False
rome,rome:60:163-0-s105:p0,9,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:163-0-s105:p0,10,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:163-0-s105:p0,11,11,60,0,1012,120,12,0,21780,1980,1980,False,False
rome,rome:60:163-0-s105:p0,12,11,60,1,1012,120,12,12,21780,1980,1979,False,False
rome,rome:60:163-0-s105:p0,13,11,60,2,1012,120,12,24,21780,1980,1978,False,False
rome,rome:60:163-0-s105:p0,14,11,60,3,1012,120,12,36,21780,1980,1977,False,False
rome,rome:60:163-0-s105:p0,15,11,60,1,1012,120,12,12,21780,1980,1979,False,False
rome,rome:60:163-0-s105:p0,16,11,60,3,1012,120,12,36,21780,1980,1977,False,False
rome,rome:60:163-0-s105:p0,17,11,62,6,1012,120,12,72,22506,2046,2040,True,False
rome,rome:60:163-0-s105:p0,18,11,58,6,1012,120,12,72,21054,1914,1908,False,False
rome,rome:60:163-0-s105:p0,19,11,61,4,1012,120,12,48,22143,2013,2009,True,False
rome,rome:60:163-0-s105:p0,20,11,59,0,1012,120,12,0,21417,1947,1947,False,False
rome,rome:60:163-0-s105:p0,21,11,60,10,1012,120,12,120,21780,1980,1970,False,False
rome,rome:60:163-0-s105:p0,22,11,60,7,1012,120,12,84,21780,1980,1973,False,False
rome,rome:60:163-0-s105:p0,23,11,61,8,1012,120,12,96,22143,2013,2005,True,False
rome,rome:60:167-0-s26:p0,0,11,60,253,5,120,12,3036,21780,1980,1727,False,False
rome,rome:60:167-0-s26:p0,1,11,60,162,107,120,12,1944,21780,1980,1818,False,False
rome,rome:60:167-0-s26:p0,2,11,60,0,208,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s26:p0,3,11,61,0,208,120,12,0,22143,2013,2013,True,False
rome,rome:60:167-0-s26:p0,4,11,59,0,208,120,12,0,21417,1947,1947,False,False
rome,rome:60:167-0-s26:p0,5,11,61,0,208,120,12,0,22143,2013,2013,True,False
rome,rome:60:167-0-s26:p0,6,11,59,28,208,120,12,336,21417,1947,1919,False,False
rome,rome:60:167-0-s26:p0,7,11,60,27,208,120,12,324,21780,1980,1953,False,False
rome,rome:60:167-0-s26:p0,8,11,60,17,208,120,12,204,21780,1980,1963,False,False
rome,rome:60:167-0-s26:p0,9,11,60,20,208,120,12,240,21780,1980,1960,False,False
rome,rome:60:167-0-s26:p0,10,11,61,15,208,120,12,180,22143,2013,1998,True,False
rome,rome:60:167-0-s26:p0,11,11,59,19,208,120,12,228,21417,1947,1928,False,False
rome,rome:60:167-0-s26:p0,12,11,61,25,208,120,12,300,22143,2013,1988,True,False
rome,rome:60:167-0-s26:p0,13,11,59,19,208,120,12,228,21417,1947,1928,False,False
rome,rome:60:167-0-s26:p0,14,11,61,22,208,120,12,264,22143,2013,1991,True,False
rome,rome:60:167-0-s26:p0,15,11,59,0,208,120,12,0,21417,1947,1947,False,False
rome,rome:60:167-0-s26:p0,16,11,60,0,208,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s26:p0,17,11,60,0,208,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s26:p0,18,11,60,0,208,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s26:p0,19,11,60,0,208,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s26:p0,20,11,60,0,208,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s26:p0,21,11,61,0,208,120,12,0,22143,2013,2013,True,False
rome,rome:60:167-0-s26:p0,22,11,59,0,208,120,12,0,21417,1947,1947,False,False
rome,rome:60:167-0-s26:p0,23,11,60,7,208,120,12,84,21780,1980,1973,False,False
rome,rome:60:167-0-s73:p0,0,11,60,104,109,120,12,1248,21780,1980,1876,False,False
rome,rome:60:167-0-s73:p0,1,11,60,0,108,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s73:p0,2,11,60,0,108,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s73:p0,3,11,61,0,108,120,12,0,22143,2013,2013,True,False
rome,rome:60:167-0-s73:p0,4,11,59,3,108,120,12,36,21417,1947,1944,False,False
rome,rome:60:167-0-s73:p0,5,11,60,41,108,120,12,492,21780,1980,1939,False,False
rome,rome:60:167-0-s73:p0,6,11,61,15,208,120,12,180,22143,2013,1998,True,False
rome,rome:60:167-0-s73:p0,7,11,60,21,108,120,12,252,21780,1980,1959,False,False
rome,rome:60:167-0-s73:p0,8,11,59,25,208,120,12,300,21417,1947,1922,False,False
rome,rome:60:167-0-s73:p0,9,11,60,48,208,120,12,576,21780,1980,1932,False,False
rome,rome:60:167-0-s73:p0,10,11,60,14,208,120,12,168,21780,1980,1966,False,False
rome,rome:60:167-0-s73:p0,11,11,60,15,208,120,12,180,21780,1980,1965,False,False
rome,rome:60:167-0-s73:p0,12,11,60,18,208,120,12,216,21780,1980,1962,False,False
rome,rome:60:167-0-s73:p0,13,11,60,15,208,120,12,180,21780,1980,1965,False,False
rome,rome:60:167-0-s73:p0,14,11,60,20,208,120,12,240,21780,1980,1960,False,False
rome,rome:60:167-0-s73:p0,15,11,61,28,208,120,12,336,22143,2013,1985,True,False
rome,rome:60:167-0-s73:p0,16,11,59,2,208,120,12,24,21417,1947,1945,False,False
rome,rome:60:167-0-s73:p0,17,11,61,0,208,120,12,0,22143,2013,2013,True,False
rome,rome:60:167-0-s73:p0,18,11,59,0,208,120,12,0,21417,1947,1947,False,False
rome,rome:60:167-0-s73:p0,19,11,61,0,208,120,12,0,22143,2013,2013,True,False
rome,rome:60:167-0-s73:p0,20,11,60,0,208,120,12,0,21780,1980,1980,False,False
rome,rome:60:167-0-s73:p0,21,11,60,17,208,120,12,204,21780,1980,1963,False,False
rome,rome:60:167-0-s73:p0,22,11,59,0,208,120,12,0,21417,1947,1947,False,False
rome,rome:60:167-0-s73:p0,23,11,61,0,208,120,12,0,22143,2013,2013,True,False
rome,rome:60:172-0-s6:p0,0,11,45,8,1513,100,10,80,16335,1485,1477,False,False
rome,rome:60:172-0-s6:p0,1,11,74,0,1513,100,10,0,26862,2442,2442,True,False
rome,rome:60:172-0-s6:p0,2,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,3,11,61,0,1513,100,10,0,22143,2013,2013,True,False
rome,rome:60:172-0-s6:p0,4,11,59,1,1513,100,10,10,21417,1947,1946,False,False
rome,rome:60:172-0-s6:p0,5,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,6,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,7,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,8,11,61,0,1513,100,10,0,22143,2013,2013,True,False
rome,rome:60:172-0-s6:p0,9,11,59,0,1513,100,10,0,21417,1947,1947,False,False
rome,rome:60:172-0-s6:p0,10,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,11,11,46,0,1513,100,10,0,16698,1518,1518,False,False
rome,rome:60:172-0-s6:p0,12,11,75,0,1513,100,10,0,27225,2475,2475,True,False
rome,rome:60:172-0-s6:p0,13,11,59,0,1513,100,10,0,21417,1947,1947,False,False
rome,rome:60:172-0-s6:p0,14,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,15,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,16,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,17,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,18,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:172-0-s6:p0,19,11,61,0,1513,100,10,0,22143,2013,2013,True,False
rome,rome:60:172-0-s6:p0,20,11,59,11,1513,100,10,110,21417,1947,1936,False,False
rome,rome:60:172-0-s6:p0,21,11,61,0,1513,100,10,0,22143,2013,2013,True,False
rome,rome:60:172-0-s6:p0,22,11,59,0,1513,100,10,0,21417,1947,1947,False,False
rome,rome:60:172-0-s6:p0,23,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:178-0-s37:p0,0,11,66,0,202,120,12,0,23958,2178,2178,True,False
rome,rome:60:178-0-s37:p0,1,11,60,0,202,120,12,0,21780,1980,1980,False,False
rome,rome:60:178-0-s37:p0,2,11,61,0,202,120,12,0,22143,2013,2013,True,False
rome,rome:60:178-0-s37:p0,3,11,59,0,202,120,12,0,21417,1947,1947,False,False
rome,rome:60:178-0-s37:p0,4,11,60,1,202,120,12,12,21780,1980,1979,False,False
rome,rome:60:178-0-s37:p0,5,11,60,13,202,120,12,156,21780,1980,1967,False,False
rome,rome:60:178-0-s37:p0,6,11,60,2,202,120,12,24,21780,1980,1978,False,False
rome,rome:60:178-0-s37:p0,7,11,60,0,202,120,12,0,21780,1980,1980,False,False
rome,rome:60:178-0-s37:p0,8,11,60,0,202,120,12,0,21780,1980,1980,False,False
rome,rome:60:178-0-s37:p0,9,11,60,13,202,120,12,156,21780,1980,1967,False,False
rome,rome:60:178-0-s37:p0,10,11,61,0,202,120,12,0,22143,2013,2013,True,False
rome,rome:60:178-0-s37:p0,11,11,59,0,202,120,12,0,21417,1947,1947,False,False
rome,rome:60:178-0-s37:p0,12,11,60,0,202,120,12,0,21780,1980,1980,False,False
rome,rome:60:178-0-s37:p0,13,11,60,0,202,120,12,0,21780,1980,1980,False,False
rome,rome:60:178-0-s37:p0,14,11,60,0,202,120,12,0,21780,1980,1980,False,False
rome,rome:60:178-0-s37:p0,15,11,61,0,202,120,12,0,22143,2013,2013,True,False
rome,rome:60:178-0-s37:p0,16,11,59,0,202,120,12,0,21417,1947,1947,False,False
rome,rome:60:178-0-s37:p0,17,11,59,0,202,120,12,0,21417,1947,1947,False,False
rome,rome:60:178-0-s37:p0,18,11,61,0,202,120,12,0,22143,2013,2013,True,False
rome,rome:60:178-0-s37:p0,19,11,59,8,202,120,12,96,21417,1947,1939,False,False
rome,rome:60:178-0-s37:p0,20,11,60,0,202,120,12,0,21780,1980,1980,False,False
rome,rome:60:178-0-s37:p0,21,11,62,0,202,120,12,0,22506,2046,2046,True,False
rome,rome:60:178-0-s37:p0,22,11,59,5,202,120,12,60,21417,1947,1942,False,False
rome,rome:60:178-0-s37:p0,23,11,60,22,202,120,12,264,21780,1980,1958,False,False
rome,rome:60:178-1-s43:p0,0,11,60,271,1200,100,10,2710,21780,1980,1709,False,False
rome,rome:60:178-1-s43:p0,1,11,60,186,1102,100,10,1860,21780,1980,1794,False,False
rome,rome:60:178-1-s43:p0,2,11,60,120,1003,100,10,1200,21780,1980,1860,False,False
rome,rome:60:178-1-s43:p0,3,11,60,187,903,100,10,1870,21780,1980,1793,False,False
rome,rome:60:178-1-s43:p0,4,11,60,117,905,120,12,1404,21780,1980,1863,False,False
rome,rome:60:178-1-s43:p0,5,11,58,125,805,120,12,1500,21054,1914,1789,False,False
rome,rome:60:178-1-s43:p0,6,11,62,31,906,120,12,372,22506,2046,2015,True,False
rome,rome:60:178-1-s43:p0,7,11,60,22,906,120,12,264,21780,1980,1958,False,False
rome,rome:60:178-1-s43:p0,8,11,61,2,905,120,12,24,22143,2013,2011,True,False
rome,rome:60:178-1-s43:p0,9,11,59,0,905,120,12,0,21417,1947,1947,False,False
rome,rome:60:178-1-s43:p0,10,11,61,23,905,120,12,276,22143,2013,1990,True,False
rome,rome:60:178-1-s43:p0,11,11,62,0,905,120,12,0,22506,2046,2046,True,False
rome,rome:60:178-1-s43:p0,12,11,58,2,905,120,12,24,21054,1914,1912,False,False
rome,rome:60:178-1-s43:p0,13,11,59,14,905,120,12,168,21417,1947,1933,False,False
rome,rome:60:178-1-s43:p0,14,11,60,15,805,120,12,180,21780,1980,1965,False,False
rome,rome:60:178-1-s43:p0,15,11,60,4,805,120,12,48,21780,1980,1976,False,False
rome,rome:60:178-1-s43:p0,16,11,60,3,806,120,12,36,21780,1980,1977,False,False
rome,rome:60:178-1-s43:p0,17,11,60,18,806,120,12,216,21780,1980,1962,False,False
rome,rome:60:178-1-s43:p0,18,11,60,4,806,120,12,48,21780,1980,1976,False,False
rome,rome:60:178-1-s43:p0,19,11,59,5,806,120,12,60,21417,1947,1942,False,False
rome,rome:60:178-1-s43:p0,20,11,61,4,806,120,12,48,22143,2013,2009,True,False
rome,rome:60:178-1-s43:p0,21,11,60,9,806,120,12,108,21780,1980,1971,False,False
rome,rome:60:178-1-s43:p0,22,11,60,10,806,120,12,120,21780,1980,1970,False,False
rome,rome:60:178-1-s43:p0,23,11,60,42,806,120,12,504,21780,1980,1938,False,False
rome,rome:60:185-0-s124:p0,0,11,68,47,1514,100,10,470,24684,2244,2197,True,False
rome,rome:60:185-0-s124:p0,1,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,2,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,3,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,4,11,48,0,1514,100,10,0,17424,1584,1584,False,False
rome,rome:60:185-0-s124:p0,5,11,62,0,1514,100,10,0,22506,2046,2046,True,False
rome,rome:60:185-0-s124:p0,6,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,7,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,8,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,9,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,10,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,11,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,12,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,13,11,60,23,1514,100,10,230,21780,1980,1957,False,False
rome,rome:60:185-0-s124:p0,14,11,60,1,1514,100,10,10,21780,1980,1979,False,False
rome,rome:60:185-0-s124:p0,15,11,60,13,1514,100,10,130,21780,1980,1967,False,False
rome,rome:60:185-0-s124:p0,16,11,60,1,1514,100,10,10,21780,1980,1979,False,False
rome,rome:60:185-0-s124:p0,17,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,18,11,60,1,1514,100,10,10,21780,1980,1979,False,False
rome,rome:60:185-0-s124:p0,19,11,60,1,1514,100,10,10,21780,1980,1979,False,False
rome,rome:60:185-0-s124:p0,20,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,21,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,22,11,60,0,1514,100,10,0,21780,1980,1980,False,False
rome,rome:60:185-0-s124:p0,23,11,60,1,1514,100,10,10,21780,1980,1979,False,False
rome,rome:60:185-0-s150:p0,0,11,60,103,1413,100,10,1030,21780,1980,1877,False,False
rome,rome:60:185-0-s150:p0,1,11,47,532,1313,100,10,5320,17061,1551,1019,False,False
rome,rome:60:185-0-s150:p0,2,11,60,317,1010,120,12,3804,21780,1980,1663,False,False
rome,rome:60:185-0-s150:p0,3,11,60,36,1208,120,12,432,21780,1980,1944,False,False
rome,rome:60:185-0-s150:p0,4,11,60,1,1207,120,12,12,21780,1980,1979,False,False
rome,rome:60:185-0-s150:p0,5,11,60,0,1207,120,12,0,21780,1980,1980,False,False
rome,rome:60:185-0-s150:p0,6,11,60,6,1207,120,12,72,21780,1980,1974,False,False
rome,rome:60:185-0-s150:p0,7,11,61,18,1207,120,12,216,22143,2013,1995,True,False
rome,rome:60:185-0-s150:p0,8,11,59,13,1208,120,12,156,21417,1947,1934,False,False
rome,rome:60:185-0-s150:p0,9,11,60,16,1207,120,12,192,21780,1980,1964,False,False
rome,rome:60:185-0-s150:p0,10,11,60,21,1207,120,12,252,21780,1980,1959,False,False
rome,rome:60:185-0-s150:p0,11,11,60,15,1208,120,12,180,21780,1980,1965,False,False
rome,rome:60:185-0-s150:p0,12,11,60,7,1207,120,12,84,21780,1980,1973,False,False
rome,rome:60:185-0-s150:p0,13,11,60,5,1207,120,12,60,21780,1980,1975,False,False
rome,rome:60:185-0-s150:p0,14,11,60,5,1207,120,12,60,21780,1980,1975,False,False
rome,rome:60:185-0-s150:p0,15,11,55,7,1207,120,12,84,19965,1815,1808,False,False
rome,rome:60:185-0-s150:p0,16,11,65,8,1207,120,12,96,23595,2145,2137,True,False
rome,rome:60:185-0-s150:p0,17,11,63,4,1207,120,12,48,22869,2079,2075,True,False
rome,rome:60:185-0-s150:p0,18,11,63,7,1207,120,12,84,22869,2079,2072,True,False
rome,rome:60:185-0-s150:p0,19,11,51,4,1207,120,12,48,18513,1683,1679,False,False
rome,rome:60:185-0-s150:p0,20,11,60,9,1207,120,12,108,21780,1980,1971,False,False
rome,rome:60:185-0-s150:p0,21,11,60,8,1207,120,12,96,21780,1980,1972,False,False
rome,rome:60:185-0-s150:p0,22,11,60,16,1207,120,12,192,21780,1980,1964,False,False
rome,rome:60:185-0-s150:p0,23,11,59,0,1207,120,12,0,21417,1947,1947,False,False
rome,rome:60:193-0-s204:p0,0,11,61,0,1513,100,10,0,22143,2013,2013,True,False
rome,rome:60:193-0-s204:p0,1,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,2,11,59,0,1513,100,10,0,21417,1947,1947,False,False
rome,rome:60:193-0-s204:p0,3,11,61,0,1513,100,10,0,22143,2013,2013,True,False
rome,rome:60:193-0-s204:p0,4,11,60,2,1513,100,10,20,21780,1980,1978,False,False
rome,rome:60:193-0-s204:p0,5,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,6,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,7,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,8,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,9,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,10,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,11,11,60,1,1513,100,10,10,21780,1980,1979,False,False
rome,rome:60:193-0-s204:p0,12,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,13,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,14,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,15,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,16,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,17,11,60,2,1513,100,10,20,21780,1980,1978,False,False
rome,rome:60:193-0-s204:p0,18,11,60,2,1513,100,10,20,21780,1980,1978,False,False
rome,rome:60:193-0-s204:p0,19,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:193-0-s204:p0,20,11,59,1,1513,100,10,10,21417,1947,1946,False,False
rome,rome:60:193-0-s204:p0,21,11,61,0,1513,100,10,0,22143,2013,2013,True,False
rome,rome:60:193-0-s204:p0,22,11,59,0,1513,100,10,0,21417,1947,1947,False,False
rome,rome:60:193-0-s204:p0,23,11,60,0,1513,100,10,0,21780,1980,1980,False,False
rome,rome:60:213-0-s41:p0,0,11,57,236,1210,120,12,2832,20691,1881,1645,False,False
rome,rome:60:213-0-s41:p0,1,11,60,9,1308,120,12,108,21780,1980,1971,False,False
rome,rome:60:213-0-s41:p0,2,11,61,0,1308,120,12,0,22143,2013,2013,True,False
rome,rome:60:213-0-s41:p0,3,11,59,0,1308,120,12,0,21417,1947,1947,False,False
rome,rome:60:213-0-s41:p0,4,11,61,0,1308,120,12,0,22143,2013,2013,True,False
rome,rome:60:213-0-s41:p0,5,11,61,7,1308,120,12,84,22143,2013,2006,True,False
rome,rome:60:213-0-s41:p0,6,11,59,9,1308,120,12,108,21417,1947,1938,False,False
rome,rome:60:213-0-s41:p0,7,11,59,5,1308,120,12,60,21417,1947,1942,False,False
rome,rome:60:213-0-s41:p0,8,11,60,6,1308,120,12,72,21780,1980,1974,False,False
rome,rome:60:213-0-s41:p0,9,11,60,0,1308,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s41:p0,10,11,61,0,1308,120,12,0,22143,2013,2013,True,False
rome,rome:60:213-0-s41:p0,11,11,59,2,1308,120,12,24,21417,1947,1945,False,False
rome,rome:60:213-0-s41:p0,12,11,61,4,1308,120,12,48,22143,2013,2009,True,False
rome,rome:60:213-0-s41:p0,13,11,59,0,1308,120,12,0,21417,1947,1947,False,False
rome,rome:60:213-0-s41:p0,14,11,61,0,1308,120,12,0,22143,2013,2013,True,False
rome,rome:60:213-0-s41:p0,15,11,60,0,1308,120,12,0,21780,1980,1980,False,False
rome,rome:60:213-0-s41:p0,16,11,60,13,1308,120,12,156,21780,1980,1967,False,False
